 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  R   
 -1.3279 -1.2720 -1.2127 -1.1504 -1.0924 -1.0357 -0.9790 -0.9245 -0.8756 -0.8337
 -0.7974 -0.7642 -0.7318 -0.7000 -0.6702 -0.5951 -0.5335 -0.4924 -0.4734 -0.4719
 -0.4713 -0.4794 -0.4847 -0.4908 -0.4975 -0.5047 -0.5131 -0.5257 -0.5427 -0.5637
 -0.5884
 -1.2207 -1.1480 -1.0928 -1.0535 -1.0095 -0.9670 -0.9234 -0.8785 -0.8343 -0.7939
 -0.7587 -0.7279 -0.6992 -0.6713 -0.6448 -0.5773 -0.5210 -0.4824 -0.4641 -0.4625
 -0.4702 -0.4811 -0.4924 -0.5033 -0.5138 -0.5239 -0.5340 -0.5447 -0.5570 -0.5725
 -0.5945
 -1.0833 -1.0277 -0.9850 -0.9539 -0.9205 -0.8883 -0.8566 -0.8230 -0.7878 -0.7525
 -0.7195 -0.6907 -0.6652 -0.6416 -0.6189 -0.5608 -0.5090 -0.4722 -0.4532 -0.4502
 -0.4591 -0.4745 -0.4919 -0.5089 -0.5247 -0.5392 -0.5528 -0.5658 -0.5790 -0.5934
 -0.6089
 -0.9400 -0.9113 -0.8832 -0.8557 -0.8339 -0.8147 -0.7947 -0.7582 -0.7328 -0.7056
 -0.6780 -0.6520 -0.6290 -0.6089 -0.5902 -0.5438 -0.4969 -0.4622 -0.4428 -0.4384
 -0.4461 -0.4624 -0.4837 -0.5064 -0.5283 -0.5485 -0.5670 -0.5840 -0.6000 -0.6159
 -0.6326
 -0.7908 -0.7987 -0.7874 -0.7588 -0.7497 -0.7461 -0.7180 -0.7029 -0.6853 -0.6522
 -0.6319 -0.6113 -0.5915 -0.5741 -0.5587 -0.5263 -0.4847 -0.4524 -0.4329
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  R   
 -2.6980 -2.6633 -2.6576 -2.4944 -2.1718 -1.8821 -1.7637 -1.7458 -1.7018 -1.5874
 -1.4453 -1.2951 -1.1630 -1.0570 -0.9560 -0.7333
 -2.4808 -2.3321 -2.2254 -2.0723 -1.8715 -1.6969 -1.5980 -1.5444 -1.4856 -1.4014
 -1.3039 -1.1969 -1.0898 -0.9915 -0.8994 -0.7038 -0.5623 -0.4699 -0.4044
 -2.3160 -2.0913 -1.9148 -1.7625 -1.6336 -1.5298 -1.4471 -1.3780 -1.3149 -1.2520
 -1.1851 -1.1100 -1.0253 -0.9374 -0.8543 -0.6814 -0.5582 -0.4781 -0.4260 -0.3959
 -0.3849
 -2.2036 -1.9409 -1.7258 -1.5650 -1.4581 -1.3808 -1.3110 -1.2466 -1.1897 -1.1392
 -1.0889 -1.0344 -0.9695 -0.8947 -0.8207 -0.6661 -0.5568 -0.4864 -0.4436 -0.4177
 -0.4028 -0.3959 -0.3952
 -2.1436 -1.8809 -1.6584 -1.4798 -1.3450 -1.2499 -1.1897 -1.1502 -1.1100 -1.0630
 -1.0153 -0.9701 -0.9224 -0.8634 -0.7986 -0.6579 -0.5581 -0.4948 -0.4571 -0.4341
 -0.4203 -0.4132 -0.4113 -0.4132 -0.4203
 -2.0914 -1.8437 -1.6299 -1.4524 -1.3101 -1.2008 -1.1211 -1.0647 -1.0262 -0.9957
 -0.9600 -0.9183 -0.8779 -0.8334 -0.7800 -0.6524 -0.5592 -0.5009 -0.4682 -0.4487
 -0.4369 -0.4306 -0.4286 -0.4303 -0.4355 -0.4446
 -2.0220 -1.7984 -1.6030 -1.4368 -1.2981 -1.1845 -1.0947 -1.0264 -0.9748 -0.9344
 -0.9005 -0.8672 -0.8320 -0.7974 -0.7560 -0.6455 -0.5580 -0.5028 -0.4744 -0.4597
 -0.4513 -0.4471 -0.4462 -0.4482 -0.4527 -0.4599 -0.4704 -0.4880 -0.5144 -0.5446
 -1.9287 -1.7322 -1.5598 -1.4116 -1.2843 -1.1753 -1.0829 -1.0069 -0.9468 -0.8990
 -0.8587 -0.8224 -0.7875 -0.7565 -0.7238 -0.6325 -0.5532 -0.5001 -0.4742 -0.4647
 -0.4614 -0.4609 -0.4626 -0.4662 -0.4714 -0.4782 -0.4875 -0.4996 -0.5189 -0.5480
 -0.5818
 -1.8174 -1.6464 -1.4970 -1.3683 -1.2568 -1.1584 -1.0707 -0.9934 -0.9276 -0.8739
 -0.8296 -0.7909 -0.7550 -0.7213 -0.6915 -0.6125 -0.5435 -0.4933 -0.4682 -0.4622
 -0.4647 -0.4697 -0.4756 -0.4823 -0.4896 -0.4977 -0.5069 -0.5181 -0.5324 -0.5530
 -0.5848
 -1.6924 -1.5461 -1.4174 -1.3066 -1.2109 -1.1255 -1.0474 -0.9752 -0.9094 -0.8521
 -0.8040 -0.7635 -0.7276 -0.6940 -0.6640 -0.5907 -0.5289 -0.4833 -0.4584 -0.4535
 -0.4603 -0.4714 -0.4831 -0.4946 -0.5057 -0.5164 -0.5274 -0.5389 -0.5519 -0.5682
 -0.5908
 -1.5644 -1.4418 -1.3310 -1.2349 -1.1524 -1.0795 -1.0123 -0.9484 -0.8876 -0.8312
 -0.7809 -0.7380 -0.7017 -0.6695 -0.6402 -0.5720 -0.5142 -0.4722 -0.4477 -0.4417
 -0.4497 -0.4650 -0.4827 -0.5001 -0.5164 -0.5315 -0.5458 -0.5597 -0.5736 -0.5887
 -0.6049
 -1.4362 -1.3353 -1.2415 -1.1579 -1.0855 -1.0224 -0.9650 -0.9102 -0.8570 -0.8054
 -0.7567 -0.7128 -0.6750 -0.6432 -0.6155 -0.5543 -0.5000 -0.4605 -0.4372 -0.4299
 -0.4367 -0.4532 -0.4747 -0.4977 -0.5201 -0.5407 -0.5599 -0.5777 -0.5944 -0.6109
 -0.6283
 -1.3077 -1.2266 -1.1520 -1.0800 -1.0161 -0.9600 -0.9096 -0.8627 -0.8171 -0.7723
 -0.7283 -0.6866 -0.6485 -0.6159 -0.5899 -0.5376 -0.4863 -0.4482 -0.4269
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  R   
 -3.1231 -2.9448 -2.7915 -2.6741 -2.5257 -2.3559 -2.1578 -1.9498 -1.7452 -1.5657
 -1.4076 -1.2678 -1.1441 -1.0341 -0.9080 -0.7072
 -2.9345 -2.7540 -2.5711 -2.3886 -2.2133 -2.0431 -1.8742 -1.7057 -1.5469 -1.4078
 -1.2843 -1.1708 -1.0643 -0.9662 -0.8682 -0.6861 -0.5522 -0.4618 -0.4057
 -2.7644 -2.5601 -2.3563 -2.1586 -1.9745 -1.8083 -1.6591 -1.5190 -1.3926 -1.2827
 -1.1853 -1.0940 -1.0042 -0.9174 -0.8371 -0.6711 -0.5508 -0.4699 -0.4201 -0.3909
 -0.3746
 -2.6128 -2.3631 -2.1471 -1.9841 -1.8093 -1.6515 -1.5125 -1.3897 -1.2823 -1.1904
 -1.1106 -1.0374 -0.9638 -0.8877 -0.8147 -0.6622 -0.5522 -0.4784 -0.4335 -0.4071
 -0.3919 -0.3855 -0.3861
 -2.5085 -2.2223 -1.9873 -1.7973 -1.6422 -1.5124 -1.4001 -1.2984 -1.2037 -1.1204
 -1.0498 -0.9885 -0.9300 -0.8667 -0.8010 -0.6594 -0.5564 -0.4873 -0.4459 -0.4222
 -0.4087 -0.4019 -0.4006 -0.4033 -0.4115
 -2.4682 -2.1758 -1.9114 -1.6954 -1.5243 -1.3892 -1.2824 -1.1973 -1.1284 -1.0682
 -1.0052 -0.9472 -0.8958 -0.8456 -0.7893 -0.6581 -0.5605 -0.4948 -0.4561 -0.4353
 -0.4239 -0.4183 -0.4170 -0.4196 -0.4258 -0.4358
 -2.4452 -2.1526 -1.8845 -1.6535 -1.4626 -1.3098 -1.1908 -1.1011 -1.0353 -0.9892
 -0.9509 -0.9085 -0.8639 -0.8200 -0.7739 -0.6550 -0.5622 -0.4992 -0.4627 -0.4451
 -0.4370 -0.4336 -0.4336 -0.4365 -0.4420 -0.4505 -0.4623 -0.4809 -0.5078 -0.5379
 -2.4089 -2.1315 -1.8717 -1.6444 -1.4534 -1.2966 -1.1703 -1.0707 -0.9941 -0.9351
 -0.8893 -0.8531 -0.8194 -0.7855 -0.7496 -0.6477 -0.5603 -0.4995 -0.4646 -0.4500
 -0.4461 -0.4465 -0.4491 -0.4536 -0.4598 -0.4678 -0.4783 -0.4917 -0.5120 -0.5414
 -0.5753
 -2.3483 -2.0919 -1.8496 -1.6346 -1.4505 -1.2968 -1.1692 -1.0642 -0.9794 -0.9120
 -0.8579 -0.8134 -0.7756 -0.7430 -0.7138 -0.6317 -0.5538 -0.4957 -0.4616 -0.4488
 -0.4492 -0.4545 -0.4613 -0.4689 -0.4772 -0.4863 -0.4969 -0.5093 -0.5249 -0.5464
 -0.5785
 -2.2584 -2.0248 -1.8050 -1.6071 -1.4364 -1.2915 -1.1687 -1.0642 -0.9755 -0.9016
 -0.8407 -0.7907 -0.7480 -0.7107 -0.6791 -0.6066 -0.5401 -0.4874 -0.4543 -0.4421
 -0.4455 -0.4560 -0.4683 -0.4805 -0.4925 -0.5043 -0.5165 -0.5293 -0.5437 -0.5610
 -0.5845
 -2.1474 -1.9435 -1.7474 -1.5680 -1.4114 -1.2774 -1.1624 -1.0626 -0.9751 -0.8985
 -0.8327 -0.7772 -0.7306 -0.6904 -0.6554 -0.5833 -0.5227 -0.4759 -0.4449 -0.4321
 -0.4360 -0.4500 -0.4677 -0.4857 -0.5028 -0.5188 -0.5343 -0.5493 -0.5645 -0.5809
 -0.5983
 -2.0248 -1.8474 -1.6759 -1.5164 -1.3746 -1.2517 -1.1454 -1.0521 -0.9689 -0.8940
 -0.8269 -0.7678 -0.7171 -0.6742 -0.6373 -0.5639 -0.5054 -0.4622 -0.4339 -0.4210
 -0.4239 -0.4387 -0.4599 -0.4833 -0.5063 -0.5278 -0.5479 -0.5668 -0.5847 -0.6024
 -0.6209
 -1.8925 -1.7400 -1.5949 -1.4573 -1.3305 -1.2175 -1.1196 -1.0330 -0.9550 -0.8839
 -0.8185 -0.7589 -0.7057 -0.6596 -0.6248 -0.5484 -0.4882 -0.4463 -0.4213
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  R   
 -3.6239 -3.4984 -3.3736 -3.2380 -3.1069 -2.9188 -2.6408 -2.2739 -1.9234 -1.6350
 -1.4102 -1.2378 -1.1015 -0.9900 -0.8941 -0.7000
 -3.3922 -3.2393 -3.0882 -2.9310 -2.7694 -2.5777 -2.3276 -2.0207 -1.7358 -1.4984
 -1.3090 -1.1593 -1.0385 -0.9378 -0.8507 -0.6749 -0.5444 -0.4523 -0.3942
 -3.2095 -3.0363 -2.8645 -2.6888 -2.5062 -2.3123 -2.0880 -1.8306 -1.5947 -1.3953
 -1.2328 -1.1013 -0.9932 -0.9015 -0.8215 -0.6600 -0.5419 -0.4596 -0.4070 -0.3764
 -0.3596
 -3.0758 -2.8894 -2.7025 -2.5114 -2.3174 -2.1227 -1.9220 -1.7036 -1.5001 -1.3257
 -1.1816 -1.0638 -0.9656 -0.8811 -0.8065 -0.6553 -0.5452 -0.4686 -0.4196 -0.3913
 -0.3763 -0.3695 -0.3697
 -2.9381 -2.7238 -2.5439 -2.3628 -2.1739 -1.9821 -1.7946 -1.6069 -1.4285 -1.2723
 -1.1415 -1.0342 -0.9450 -0.8677 -0.7980 -0.6550 -0.5506 -0.4778 -0.4313 -0.4048
 -0.3912 -0.3850 -0.3845 -0.3884 -0.3980
 -2.8323 -2.5819 -2.3590 -2.1600 -1.9817 -1.8214 -1.6723 -1.5184 -1.3664 -1.2273
 -1.1072 -1.0071 -0.9248 -0.8548 -0.7909 -0.6555 -0.5556 -0.4858 -0.4414 -0.4165
 -0.4046 -0.3998 -0.3995 -0.4033 -0.4108 -0.4228
 -2.7983 -2.5187 -2.2554 -2.0186 -1.8133 -1.6379 -1.4911 -1.3699 -1.2652 -1.1676
 -1.0717 -0.9821 -0.9041 -0.8386 -0.7812 -0.6543 -0.5585 -0.4913 -0.4487 -0.4256
 -0.4160 -0.4134 -0.4146 -0.4187 -0.4257 -0.4357 -0.4494 -0.4697 -0.4975 -0.5274
 -2.7965 -2.5053 -2.2219 -1.9632 -1.7380 -1.5477 -1.3892 -1.2574 -1.1487 -1.0622
 -0.9947 -0.9358 -0.8773 -0.8199 -0.7669 -0.6502 -0.5585 -0.4936 -0.4526 -0.4311
 -0.4239 -0.4245 -0.4283 -0.4343 -0.4420 -0.4516 -0.4640 -0.4798 -0.5011 -0.5310
 -0.5644
 -2.7958 -2.5090 -2.2215 -1.9519 -1.7144 -1.5134 -1.3463 -1.2083 -1.0952 -1.0028
 -0.9280 -0.8693 -0.8232 -0.7821 -0.7420 -0.6416 -0.5548 -0.4923 -0.4524 -0.4322
 -0.4239 -0.4314 -0.4391 -0.4481 -0.4579 -0.4688 -0.4811 -0.4946 -0.5118 -0.5357
 -0.5681
 -2.7687 -2.4983 -2.2180 -1.9514 -1.7112 -1.5054 -1.3336 -1.1911 -1.0735 -0.9769
 -0.8977 -0.8328 -0.7797 -0.7367 -0.7012 -0.6220 -0.5459 -0.4866 -0.4480 -0.4286
 -0.4252 -0.4328 -0.4451 -0.4585 -0.4720 -0.4855 -0.4994 -0.5141 -0.5303 -0.5495
 -0.5741
 -2.7141 -2.4620 -2.2024 -1.9471 -1.7135 -1.5096 -1.3376 -1.1933 -1.0731 -0.9725
 -0.8884 -0.8186 -0.7604 -0.7117 -0.6710 -0.5950 -0.5304 -0.4777 -0.4408 -0.4215
 -0.4183 -0.4279 -0.4444 -0.4630 -0.4813 -0.4989 -0.5160 -0.5328 -0.5498 -0.5681
 -0.5872
 -2.6384 -2.4040 -2.1652 -1.9270 -1.7063 -1.5103 -1.3419 -1.1997 -1.0797 -0.9777
 -0.8904 -0.8159 -0.7528 -0.6995 -0.6545 -0.5712 -0.5106 -0.4635 -0.4305 -0.4118
 -0.4082 -0.4181 -0.4372 -0.4605 -0.4843 -0.5070 -0.5287 -0.5491 -0.5688 -0.5884
 -0.6086
 -2.5470 -2.3292 -2.1104 -1.8933 -1.6886 -1.5037 -1.3422 -1.2038 -1.0857 -0.9844
 -0.8964 -0.8196 -0.7526 -0.6948 -0.6517 -0.5506 -0.4865 -0.4440 -0.4171
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  R   
 -4.2228 -4.0898 -3.9558 -3.8133 -3.7186 -3.5419 -3.2068 -2.7284 -2.2766 -1.7784
 -1.4623 -1.2407 -1.0825 -0.9613 -0.8634 -0.6762
 -3.9208 -3.7737 -3.6329 -3.4916 -3.3631 -3.1889 -2.9022 -2.4851 -2.0500 -1.6741
 -1.3872 -1.1802 -1.0316 -0.9196 -0.8295 -0.6572 -0.5309 -0.4396 -0.3776
 -3.6855 -3.5234 -3.3721 -3.2255 -3.0765 -2.9060 -2.6596 -2.3006 -1.9309 -1.6024
 -1.3395 -1.1429 -0.9996 -0.8927 -0.8076 -0.6463 -0.5296 -0.4463 -0.3905 -0.3566
 -0.3392
 -3.5169 -3.3389 -3.1734 -3.0150 -2.8587 -2.6932 -2.4790 -2.1749 -1.8557 -1.5633
 -1.3192 -1.1288 -0.9865 -0.8806 -0.7977 -0.6435 -0.5332 -0.4549 -0.4026 -0.3705
 -0.3538 -0.3467 -0.3477
 -3.3871 -3.1997 -3.0231 -2.8525 -2.6845 -2.5147 -2.3272 -2.0735 -1.7967 -1.5355
 -1.3092 -1.1254 -0.9833 -0.8762 -0.7937 -0.6441 -0.5383 -0.4634 -0.4136 -0.3830
 -0.3670 -0.3608 -0.3612 -0.3662 -0.3774
 -3.2162 -3.0357 -2.8719 -2.7105 -2.5424 -2.3690 -2.1879 -1.9790 -1.7411 -1.5085
 -1.3002 -1.1248 -0.9841 -0.8756 -0.7923 -0.6452 -0.5431 -0.4708 -0.4230 -0.3937
 -0.3788 -0.3735 -0.3742 -0.3793 -0.3881 -0.4022
 -3.0918 -2.8644 -2.6674 -2.4980 -2.3468 -2.2013 -2.0451 -1.8700 -1.6741 -1.4733
 -1.2858 -1.1217 -0.9849 -0.8761 -0.7915 -0.6455 -0.5463 -0.4763 -0.4300 -0.4022
 -0.3885 -0.3847 -0.3868 -0.3925 -0.4014 -0.4137 -0.4301 -0.4525 -0.4820 -0.5123
 -3.0500 -2.7888 -2.5490 -2.3365 -2.1515 -1.9869 -1.8340 -1.6862 -1.5364 -1.3881
 -1.2428 -1.1051 -0.9807 -0.8755 -0.7899 -0.6440 -0.5471 -0.4793 -0.4344 -0.4079
 -0.3955 -0.3936 -0.3979 -0.4055 -0.4153 -0.4273 -0.4420 -0.4605 -0.4844 -0.5157
 -0.5488
 -3.0578 -2.7801 -2.5132 -2.2663 -2.0461 -1.8543 -1.6849 -1.5306 -1.3849 -1.2494
 -1.1316 -1.0324 -0.9441 -0.8613 -0.7847 -0.6403 -0.5453 -0.4793 -0.4356 -0.4101
 -0.3991 -0.3993 -0.4064 -0.4170 -0.4290 -0.4421 -0.4571 -0.4740 -0.4947 -0.5194
 -0.5515
 -3.0799 -2.8003 -2.5226 -2.2547 -2.0081 -1.7907 -1.6029 -1.4397 -1.2950 -1.1648
 -1.0489 -0.9503 -0.8710 -0.8078 -0.7529 -0.6320 -0.5396 -0.4755 -0.4331 -0.4086
 -0.3989 -0.4009 -0.4111 -0.4254 -0.4409 -0.4567 -0.4733 -0.4906 -0.5095 -0.5314
 -0.5581
 -3.0953 -2.8253 -2.5491 -2.2752 -2.0148 -1.7793 -1.5747 -1.4002 -1.2511 -1.1222
 -1.0100 -0.9129 -0.8308 -0.7637 -0.7102 -0.6120 -0.5311 -0.4692 -0.4280 -0.4040
 -0.3949 -0.3982 -0.4108 -0.4289 -0.4487 -0.4684 -0.4879 -0.5071 -0.5269 -0.5479
 -0.5712
 -3.0918 -2.8313 -2.5650 -2.2958 -2.0340 -1.7912 -1.5765 -1.3925 -1.2369 -1.1053
 -0.9929 -0.8966 -0.8141 -0.7443 -0.6862 -0.5845 -0.5143 -0.4592 -0.4199 -0.3965
 -0.3876 -0.3914 -0.4056 -0.4268 -0.4509 -0.4753 -0.4990 -0.5217 -0.5438 -0.5661
 -0.5889
 -3.0779 -2.8201 -2.5616 -2.3036 -2.0480 -1.8076 -1.5911 -1.4022 -1.2417 -1.1064
 -0.9919 -0.8941 -0.8101 -0.7382 -0.6809 -0.5495 -0.4892 -0.4455 -0.4088
 [Fe/H] = -0.75 [alpha/Fe] = 0.30 BC value =  R   
 -4.4503 -4.3123 -4.1713 -4.0201 -3.9161 -3.7211 -3.3551 -2.8395 -2.3476 -1.8166
 -1.4775 -1.2415 -1.0745 -0.9498 -0.8500 -0.6622
 -4.1293 -3.9764 -3.8304 -3.6845 -3.5515 -3.3681 -3.0633 -2.6159 -2.1406 -1.7255
 -1.4111 -1.1871 -1.0284 -0.9114 -0.8189 -0.6457 -0.5209 -0.4304 -0.3679
 -3.8765 -3.7079 -3.5525 -3.4042 -3.2549 -3.0827 -2.8274 -2.4443 -2.0362 -1.6673
 -1.3736 -1.1570 -1.0016 -0.8879 -0.7995 -0.6363 -0.5196 -0.4365 -0.3802 -0.3455
 -0.3268
 -3.6919 -3.5068 -3.3376 -3.1792 -3.0264 -2.8648 -2.6474 -2.3247 -1.9727 -1.6420
 -1.3650 -1.1512 -0.9941 -0.8793 -0.7918 -0.6340 -0.5229 -0.4442 -0.3915 -0.3587
 -0.3413 -0.3344 -0.3361
 -3.5530 -3.3557 -3.1739 -3.0032 -2.8397 -2.6769 -2.4921 -2.2248 -1.9212 -1.6260
 -1.3670 -1.1574 -0.9974 -0.8790 -0.7901 -0.6350 -0.5278 -0.4521 -0.4017 -0.3704
 -0.3537 -0.3473 -0.3472 -0.3533 -0.3661
 -3.3844 -3.2026 -3.0290 -2.8592 -2.6893 -2.5203 -2.3450 -2.1284 -1.8690 -1.6074
 -1.3688 -1.1669 -1.0060 -0.8836 -0.7917 -0.6369 -0.5326 -0.4590 -0.4104 -0.3804
 -0.3645 -0.3589 -0.3598 -0.3656 -0.3759 -0.3911
 -3.2078 -2.9921 -2.8116 -2.6574 -2.5156 -2.3691 -2.2052 -2.0220 -1.8064 -1.5794
 -1.3637 -1.1736 -1.0154 -0.8904 -0.7949 -0.6381 -0.5360 -0.4644 -0.4170 -0.3883
 -0.3734 -0.3689 -0.3711 -0.3775 -0.3873 -0.4002 -0.4180 -0.4424 -0.4728 -0.5037
 -3.1367 -2.8798 -2.6511 -2.4554 -2.2880 -2.1384 -1.9966 -1.8496 -1.6870 -1.5121
 -1.3354 -1.1683 -1.0206 -0.8970 -0.7987 -0.6380 -0.5374 -0.4676 -0.4212 -0.3934
 -0.3798 -0.3768 -0.3810 -0.3891 -0.3999 -0.4130 -0.4293 -0.4489 -0.4744 -0.5067
 -0.5402
 -3.1319 -2.8525 -2.5906 -2.3538 -2.1474 -1.9686 -1.8087 -1.6573 -1.5068 -1.3603
 -1.2284 -1.1092 -0.9978 -0.8936 -0.8006 -0.6365 -0.5364 -0.4681 -0.4225 -0.3956
 -0.3832 -0.3818 -0.3883 -0.3992 -0.4122 -0.4266 -0.4428 -0.4612 -0.4826 -0.5095
 -0.5437
 -3.1562 -2.8689 -2.5899 -2.3265 -2.0873 -1.8780 -1.6964 -1.5353 -1.3870 -1.2472
